"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"hsa-miR-125b-5p",426.325406882627,2.65804724304398,0.917747101723961,0.000203059941405101,0.0408868228146678
"hsa-miR-152-3p",290.868880314626,2.7939429791433,0.976041176508366,0.000216492816161886,0.0408868228146678
"hsa-miR-193b-5p",206.21404195746,3.64365126595154,1.33913424572839,0.000272578818764452,0.0408868228146678
"hsa-miR-5588-5p",93.250072963961,4.59278833858387,1.63230839762952,0.000166237281434292,0.0408868228146678
